pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_5
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.0059748357 |
|    clip_fraction        | 0.0558       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.97        |
|    explained_variance   | 0.96         |
|    learning_rate        | 0.0003       |
|    loss                 | 1.37         |
|    n_updates            | 3050         |
|    policy_gradient_loss | -0.00554     |
|    std                  | 0.635        |
|    value_loss           | 473          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 903          |
|    ep_rew_mean          | 782          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 307          |
|    time_elapsed         | 9103         |
|    total_timesteps      | 628736       |
| train/                  |              |
|    approx_kl            | 0.0033960107 |
|    clip_fraction        | 0.0771       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.963       |
|    explained_variance   | 0.963        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.2          |
|    n_updates            | 3060         |
|    policy_gradient_loss | -0.00226     |
|    std                  | 0.634        |
|    value_loss           | 944          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 906          |
|    ep_rew_mean          | 772          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 308          |
|    time_elapsed         | 9125         |
|    total_timesteps      | 630784       |
| train/                  |              |
|    approx_kl            | 0.0031663163 |
|    clip_fraction        | 0.0142       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.957       |
|    explained_variance   | 0.94         |
|    learning_rate        | 0.0003       |
|    loss                 | 2.46         |
|    n_updates            | 3070         |
|    policy_gradient_loss | -0.000223    |
|    std                  | 0.624        |
|    value_loss           | 953          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 904          |
|    ep_rew_mean          | 781          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 309          |
|    time_elapsed         | 9148         |
|    total_timesteps      | 632832       |
| train/                  |              |
|    approx_kl            | 0.0019114461 |
|    clip_fraction        | 0.00723      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.95        |
|    explained_variance   | 0.934        |
|    learning_rate        | 0.0003       |
|    loss                 | 33.7         |
|    n_updates            | 3080         |
|    policy_gradient_loss | -0.000836    |
|    std                  | 0.628        |
|    value_loss           | 736          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 903          |
|    ep_rew_mean          | 782          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 310          |
|    time_elapsed         | 9170         |
|    total_timesteps      | 634880       |
| train/                  |              |
|    approx_kl            | 0.0015468391 |
|    clip_fraction        | 0.00815      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.951       |
|    explained_variance   | 0.955        |
|    learning_rate        | 0.0003       |
|    loss                 | 744          |
|    n_updates            | 3090         |
|    policy_gradient_loss | -0.000276    |
|    std                  | 0.623        |
|    value_loss           | 1.3e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 906          |
|    ep_rew_mean          | 772          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 311          |
|    time_elapsed         | 9193         |
|    total_timesteps      | 636928       |
| train/                  |              |
|    approx_kl            | 0.0013680161 |
|    clip_fraction        | 0.00933      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.945       |
|    explained_variance   | 0.942        |
|    learning_rate        | 0.0003       |
|    loss                 | 687          |
|    n_updates            | 3100         |
|    policy_gradient_loss | -0.000932    |
|    std                  | 0.623        |
|    value_loss           | 592          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 911         |
|    ep_rew_mean          | 762         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 312         |
|    time_elapsed         | 9215        |
|    total_timesteps      | 638976      |
| train/                  |             |
|    approx_kl            | 0.004375985 |
|    clip_fraction        | 0.017       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.946      |
|    explained_variance   | 0.747       |
|    learning_rate        | 0.0003      |
|    loss                 | 439         |
|    n_updates            | 3110        |
|    policy_gradient_loss | -0.00128    |
|    std                  | 0.625       |
|    value_loss           | 599         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 915          |
|    ep_rew_mean          | 753          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 313          |
|    time_elapsed         | 9238         |
|    total_timesteps      | 641024       |
| train/                  |              |
|    approx_kl            | 0.0053295917 |
|    clip_fraction        | 0.0388       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.951       |
|    explained_variance   | 0.934        |
|    learning_rate        | 0.0003       |
|    loss                 | 754          |
|    n_updates            | 3120         |
|    policy_gradient_loss | -0.00232     |
|    std                  | 0.627        |
|    value_loss           | 664          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 920          |
|    ep_rew_mean          | 743          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 314          |
|    time_elapsed         | 9260         |
|    total_timesteps      | 643072       |
| train/                  |              |
|    approx_kl            | 0.0030934187 |
|    clip_fraction        | 0.0212       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.951       |
|    explained_variance   | 0.936        |
|    learning_rate        | 0.0003       |
|    loss                 | 15.2         |
|    n_updates            | 3130         |
|    policy_gradient_loss | -0.00315     |
|    std                  | 0.628        |
|    value_loss           | 63.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 910          |
|    ep_rew_mean          | 761          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 315          |
|    time_elapsed         | 9283         |
|    total_timesteps      | 645120       |
| train/                  |              |
|    approx_kl            | 0.0030775066 |
|    clip_fraction        | 0.0276       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.953       |
|    explained_variance   | 0.894        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.27         |
|    n_updates            | 3140         |
|    policy_gradient_loss | -0.000143    |
|    std                  | 0.628        |
|    value_loss           | 140          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 909         |
|    ep_rew_mean          | 736         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 316         |
|    time_elapsed         | 9306        |
|    total_timesteps      | 647168      |
| train/                  |             |
|    approx_kl            | 0.004633708 |
|    clip_fraction        | 0.015       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.954      |
|    explained_variance   | 0.721       |
|    learning_rate        | 0.0003      |
|    loss                 | 605         |
|    n_updates            | 3150        |
|    policy_gradient_loss | -0.0017     |
|    std                  | 0.629       |
|    value_loss           | 1.78e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 911          |
|    ep_rew_mean          | 726          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 317          |
|    time_elapsed         | 9329         |
|    total_timesteps      | 649216       |
| train/                  |              |
|    approx_kl            | 0.0009884986 |
|    clip_fraction        | 0.0231       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.955       |
|    explained_variance   | -0.146       |
|    learning_rate        | 0.0003       |
|    loss                 | 389          |
|    n_updates            | 3160         |
|    policy_gradient_loss | 5.62e-05     |
|    std                  | 0.629        |
|    value_loss           | 4.01e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 897          |
|    ep_rew_mean          | 753          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 318          |
|    time_elapsed         | 9351         |
|    total_timesteps      | 651264       |
| train/                  |              |
|    approx_kl            | 0.0040331157 |
|    clip_fraction        | 0.0471       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.955       |
|    explained_variance   | 0.455        |
|    learning_rate        | 0.0003       |
|    loss                 | 313          |
|    n_updates            | 3170         |
|    policy_gradient_loss | -0.00129     |
|    std                  | 0.628        |
|    value_loss           | 1.54e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 897          |
|    ep_rew_mean          | 751          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 319          |
|    time_elapsed         | 9374         |
|    total_timesteps      | 653312       |
| train/                  |              |
|    approx_kl            | 0.0038851406 |
|    clip_fraction        | 0.00527      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.953       |
|    explained_variance   | 0.711        |
|    learning_rate        | 0.0003       |
|    loss                 | 545          |
|    n_updates            | 3180         |
|    policy_gradient_loss | -0.000132    |
|    std                  | 0.627        |
|    value_loss           | 2.12e+03     |
------------------------------------------
Eval num_timesteps=655360, episode_reward=972.49 +/- 331.08
Episode length: 848.00 +/- 197.27
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 848         |
|    mean_reward          | 972         |
| time/                   |             |
|    total timesteps      | 655360      |
| train/                  |             |
|    approx_kl            | 0.006103556 |
|    clip_fraction        | 0.0519      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.953      |
|    explained_variance   | 0.929       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.93        |
|    n_updates            | 3190        |
|    policy_gradient_loss | -0.00167    |
|    std                  | 0.63        |
|    value_loss           | 463         |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 892      |
|    ep_rew_mean     | 759      |
| time/              |          |
|    fps             | 69       |
|    iterations      | 320      |
|    time_elapsed    | 9487     |
|    total_timesteps | 655360   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 900          |
|    ep_rew_mean          | 737          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 321          |
|    time_elapsed         | 9510         |
|    total_timesteps      | 657408       |
| train/                  |              |
|    approx_kl            | 0.0022163864 |
|    clip_fraction        | 0.0308       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.959       |
|    explained_variance   | 0.949        |
|    learning_rate        | 0.0003       |
|    loss                 | 633          |
|    n_updates            | 3200         |
|    policy_gradient_loss | -0.00158     |
|    std                  | 0.631        |
|    value_loss           | 1.21e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 899         |
|    ep_rew_mean          | 739         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 322         |
|    time_elapsed         | 9533        |
|    total_timesteps      | 659456      |
| train/                  |             |
|    approx_kl            | 0.004764066 |
|    clip_fraction        | 0.0124      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.959      |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.33        |
|    n_updates            | 3210        |
|    policy_gradient_loss | -0.000986   |
|    std                  | 0.631       |
|    value_loss           | 338         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 899          |
|    ep_rew_mean          | 738          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 323          |
|    time_elapsed         | 9556         |
|    total_timesteps      | 661504       |
| train/                  |              |
|    approx_kl            | 0.0016602739 |
|    clip_fraction        | 0.00391      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.958       |
|    explained_variance   | 0.929        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.62         |
|    n_updates            | 3220         |
|    policy_gradient_loss | -0.000684    |
|    std                  | 0.63         |
|    value_loss           | 456          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 907         |
|    ep_rew_mean          | 722         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 324         |
|    time_elapsed         | 9579        |
|    total_timesteps      | 663552      |
| train/                  |             |
|    approx_kl            | 0.004888612 |
|    clip_fraction        | 0.0417      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.953      |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.0003      |
|    loss                 | 215         |
|    n_updates            | 3230        |
|    policy_gradient_loss | -0.000986   |
|    std                  | 0.626       |
|    value_loss           | 385         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 907          |
|    ep_rew_mean          | 721          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 325          |
|    time_elapsed         | 9601         |
|    total_timesteps      | 665600       |
| train/                  |              |
|    approx_kl            | 0.0018265654 |
|    clip_fraction        | 0.017        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.951       |
|    explained_variance   | 0.948        |
|    learning_rate        | 0.0003       |
|    loss                 | 10.3         |
|    n_updates            | 3240         |
|    policy_gradient_loss | -1.73e-05    |
|    std                  | 0.623        |
|    value_loss           | 733          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 907         |
|    ep_rew_mean          | 723         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 326         |
|    time_elapsed         | 9623        |
|    total_timesteps      | 667648      |
| train/                  |             |
|    approx_kl            | 0.003980641 |
|    clip_fraction        | 0.0354      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.944      |
|    explained_variance   | 0.973       |
|    learning_rate        | 0.0003      |
|    loss                 | 13.1        |
|    n_updates            | 3250        |
|    policy_gradient_loss | -0.00136    |
|    std                  | 0.617       |
|    value_loss           | 357         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 912         |
|    ep_rew_mean          | 710         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 327         |
|    time_elapsed         | 9646        |
|    total_timesteps      | 669696      |
| train/                  |             |
|    approx_kl            | 0.003535137 |
|    clip_fraction        | 0.0308      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.936      |
|    explained_variance   | 0.912       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.84        |
|    n_updates            | 3260        |
|    policy_gradient_loss | -0.00158    |
|    std                  | 0.616       |
|    value_loss           | 64.9        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 917          |
|    ep_rew_mean          | 697          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 328          |
|    time_elapsed         | 9668         |
|    total_timesteps      | 671744       |
| train/                  |              |
|    approx_kl            | 0.0035658977 |
|    clip_fraction        | 0.0229       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.944       |
|    explained_variance   | 0.95         |
|    learning_rate        | 0.0003       |
|    loss                 | 3.97         |
|    n_updates            | 3270         |
|    policy_gradient_loss | -0.00117     |
|    std                  | 0.631        |
|    value_loss           | 11.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 912          |
|    ep_rew_mean          | 710          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 329          |
|    time_elapsed         | 9691         |
|    total_timesteps      | 673792       |
| train/                  |              |
|    approx_kl            | 0.0034310482 |
|    clip_fraction        | 0.0102       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.96        |
|    explained_variance   | 0.942        |
|    learning_rate        | 0.0003       |
|    loss                 | 8.74         |
|    n_updates            | 3280         |
|    policy_gradient_loss | -0.00226     |
|    std                  | 0.631        |
|    value_loss           | 838          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 918           |
|    ep_rew_mean          | 709           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 330           |
|    time_elapsed         | 9714          |
|    total_timesteps      | 675840        |
| train/                  |               |
|    approx_kl            | 0.00021082106 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.96         |
|    explained_variance   | 0.937         |
|    learning_rate        | 0.0003        |
|    loss                 | 32            |
|    n_updates            | 3290          |
|    policy_gradient_loss | 0.00022       |
|    std                  | 0.632         |
|    value_loss           | 594           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 922          |
|    ep_rew_mean          | 699          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 331          |
|    time_elapsed         | 9736         |
|    total_timesteps      | 677888       |
| train/                  |              |
|    approx_kl            | 0.0019011094 |
|    clip_fraction        | 0.00166      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.959       |
|    explained_variance   | 0.812        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.75         |
|    n_updates            | 3300         |
|    policy_gradient_loss | -0.00117     |
|    std                  | 0.629        |
|    value_loss           | 1.36e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 925          |
|    ep_rew_mean          | 699          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 332          |
|    time_elapsed         | 9759         |
|    total_timesteps      | 679936       |
| train/                  |              |
|    approx_kl            | 0.0022242134 |
|    clip_fraction        | 0.0106       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.954       |
|    explained_variance   | 0.955        |
|    learning_rate        | 0.0003       |
|    loss                 | 674          |
|    n_updates            | 3310         |
|    policy_gradient_loss | -0.00367     |
|    std                  | 0.63         |
|    value_loss           | 386          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 926          |
|    ep_rew_mean          | 698          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 333          |
|    time_elapsed         | 9782         |
|    total_timesteps      | 681984       |
| train/                  |              |
|    approx_kl            | 0.0023881504 |
|    clip_fraction        | 0.00723      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.956       |
|    explained_variance   | 0.929        |
|    learning_rate        | 0.0003       |
|    loss                 | 145          |
|    n_updates            | 3320         |
|    policy_gradient_loss | -0.000402    |
|    std                  | 0.628        |
|    value_loss           | 1.4e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 927          |
|    ep_rew_mean          | 698          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 334          |
|    time_elapsed         | 9804         |
|    total_timesteps      | 684032       |
| train/                  |              |
|    approx_kl            | 0.0040120226 |
|    clip_fraction        | 0.0441       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.95        |
|    explained_variance   | 0.98         |
|    learning_rate        | 0.0003       |
|    loss                 | 941          |
|    n_updates            | 3330         |
|    policy_gradient_loss | 0.000289     |
|    std                  | 0.621        |
|    value_loss           | 321          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 921         |
|    ep_rew_mean          | 730         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 335         |
|    time_elapsed         | 9827        |
|    total_timesteps      | 686080      |
| train/                  |             |
|    approx_kl            | 0.001610595 |
|    clip_fraction        | 0.000781    |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.941      |
|    explained_variance   | 0.945       |
|    learning_rate        | 0.0003      |
|    loss                 | 207         |
|    n_updates            | 3340        |
|    policy_gradient_loss | -0.000143   |
|    std                  | 0.621       |
|    value_loss           | 490         |
-----------------------------------------
Eval num_timesteps=688128, episode_reward=953.17 +/- 436.97
Episode length: 849.40 +/- 201.48
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 849         |
|    mean_reward          | 953         |
| time/                   |             |
|    total timesteps      | 688128      |
| train/                  |             |
|    approx_kl            | 0.001013123 |
|    clip_fraction        | 0.0124      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.943      |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 705         |
|    n_updates            | 3350        |
|    policy_gradient_loss | -0.000482   |
|    std                  | 0.621       |
|    value_loss           | 616         |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 922      |
|    ep_rew_mean     | 727      |
| time/              |          |
|    fps             | 69       |
|    iterations      | 336      |
|    time_elapsed    | 9939     |
|    total_timesteps | 688128   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 931          |
|    ep_rew_mean          | 716          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 337          |
|    time_elapsed         | 9961         |
|    total_timesteps      | 690176       |
| train/                  |              |
|    approx_kl            | 0.0018892966 |
|    clip_fraction        | 0.00688      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.942       |
|    explained_variance   | 0.957        |
|    learning_rate        | 0.0003       |
|    loss                 | 8.26         |
|    n_updates            | 3360         |
|    policy_gradient_loss | -0.000371    |
|    std                  | 0.621        |
|    value_loss           | 472          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 925          |
|    ep_rew_mean          | 730          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 338          |
|    time_elapsed         | 9983         |
|    total_timesteps      | 692224       |
| train/                  |              |
|    approx_kl            | 0.0016882364 |
|    clip_fraction        | 0.00703      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.941       |
|    explained_variance   | 0.959        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.53         |
|    n_updates            | 3370         |
|    policy_gradient_loss | -0.000237    |
|    std                  | 0.619        |
|    value_loss           | 388          |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 921        |
|    ep_rew_mean          | 739        |
| time/                   |            |
|    fps                  | 69         |
|    iterations           | 339        |
|    time_elapsed         | 10005      |
|    total_timesteps      | 694272     |
| train/                  |            |
|    approx_kl            | 0.00159202 |
|    clip_fraction        | 0.00156    |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.94      |
|    explained_variance   | 0.929      |
|    learning_rate        | 0.0003     |
|    loss                 | 192        |
|    n_updates            | 3380       |
|    policy_gradient_loss | 0.000379   |
|    std                  | 0.62       |
|    value_loss           | 1.73e+03   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 916          |
|    ep_rew_mean          | 751          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 340          |
|    time_elapsed         | 10028        |
|    total_timesteps      | 696320       |
| train/                  |              |
|    approx_kl            | 0.0032661427 |
|    clip_fraction        | 0.0191       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.938       |
|    explained_variance   | 0.978        |
|    learning_rate        | 0.0003       |
|    loss                 | 571          |
|    n_updates            | 3390         |
|    policy_gradient_loss | -0.0024      |
|    std                  | 0.615        |
|    value_loss           | 610          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 914          |
|    ep_rew_mean          | 761          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 341          |
|    time_elapsed         | 10050        |
|    total_timesteps      | 698368       |
| train/                  |              |
|    approx_kl            | 0.0011851059 |
|    clip_fraction        | 0.00425      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.93        |
|    explained_variance   | 0.915        |
|    learning_rate        | 0.0003       |
|    loss                 | 438          |
|    n_updates            | 3400         |
|    policy_gradient_loss | 0.000369     |
|    std                  | 0.613        |
|    value_loss           | 474          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 914          |
|    ep_rew_mean          | 761          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 342          |
|    time_elapsed         | 10073        |
|    total_timesteps      | 700416       |
| train/                  |              |
|    approx_kl            | 0.0055231997 |
|    clip_fraction        | 0.0666       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.932       |
|    explained_variance   | 0.887        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.91e+03     |
|    n_updates            | 3410         |
|    policy_gradient_loss | -0.00385     |
|    std                  | 0.618        |
|    value_loss           | 1.02e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 913         |
|    ep_rew_mean          | 760         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 343         |
|    time_elapsed         | 10096       |
|    total_timesteps      | 702464      |
| train/                  |             |
|    approx_kl            | 0.003186778 |
|    clip_fraction        | 0.0191      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.932      |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.32        |
|    n_updates            | 3420        |
|    policy_gradient_loss | -0.00112    |
|    std                  | 0.612       |
|    value_loss           | 560         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 923          |
|    ep_rew_mean          | 739          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 344          |
|    time_elapsed         | 10119        |
|    total_timesteps      | 704512       |
| train/                  |              |
|    approx_kl            | 0.0033930612 |
|    clip_fraction        | 0.0042       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.927       |
|    explained_variance   | 0.938        |
|    learning_rate        | 0.0003       |
|    loss                 | 498          |
|    n_updates            | 3430         |
|    policy_gradient_loss | -0.00155     |
|    std                  | 0.611        |
|    value_loss           | 1.41e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 930          |
|    ep_rew_mean          | 726          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 345          |
|    time_elapsed         | 10141        |
|    total_timesteps      | 706560       |
| train/                  |              |
|    approx_kl            | 0.0052092746 |
|    clip_fraction        | 0.034        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.914       |
|    explained_variance   | 0.888        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.53         |
|    n_updates            | 3440         |
|    policy_gradient_loss | 0.00117      |
|    std                  | 0.596        |
|    value_loss           | 40.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 920          |
|    ep_rew_mean          | 747          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 346          |
|    time_elapsed         | 10164        |
|    total_timesteps      | 708608       |
| train/                  |              |
|    approx_kl            | 0.0029938063 |
|    clip_fraction        | 0.00313      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.901       |
|    explained_variance   | 0.943        |
|    learning_rate        | 0.0003       |
|    loss                 | 14.6         |
|    n_updates            | 3450         |
|    policy_gradient_loss | -0.00109     |
|    std                  | 0.596        |
|    value_loss           | 383          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 924           |
|    ep_rew_mean          | 738           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 347           |
|    time_elapsed         | 10187         |
|    total_timesteps      | 710656        |
| train/                  |               |
|    approx_kl            | 4.7563706e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.901        |
|    explained_variance   | 0.834         |
|    learning_rate        | 0.0003        |
|    loss                 | 414           |
|    n_updates            | 3460          |
|    policy_gradient_loss | 0.000338      |
|    std                  | 0.596         |
|    value_loss           | 2.41e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 927          |
|    ep_rew_mean          | 727          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 348          |
|    time_elapsed         | 10209        |
|    total_timesteps      | 712704       |
| train/                  |              |
|    approx_kl            | 0.0024223994 |
|    clip_fraction        | 0.00151      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.901       |
|    explained_variance   | 0.816        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.31         |
|    n_updates            | 3470         |
|    policy_gradient_loss | -0.000768    |
|    std                  | 0.596        |
|    value_loss           | 1.2e+03      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 933         |
|    ep_rew_mean          | 717         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 349         |
|    time_elapsed         | 10232       |
|    total_timesteps      | 714752      |
| train/                  |             |
|    approx_kl            | 0.003683687 |
|    clip_fraction        | 0.0222      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.901      |
|    explained_variance   | 0.945       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.16        |
|    n_updates            | 3480        |
|    policy_gradient_loss | -0.000438   |
|    std                  | 0.596       |
|    value_loss           | 304         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 927          |
|    ep_rew_mean          | 727          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 350          |
