pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_6
---------------------------------
| rollout/           |          |
|    std                  | 0.802       |
|    value_loss           | 3.79e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 727          |
|    ep_rew_mean          | 453          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 275          |
|    time_elapsed         | 8000         |
|    total_timesteps      | 563200       |
| train/                  |              |
|    approx_kl            | 0.0031507616 |
|    clip_fraction        | 0.0182       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.2         |
|    explained_variance   | 0.918        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.1e+03      |
|    n_updates            | 2740         |
|    policy_gradient_loss | -0.00301     |
|    std                  | 0.796        |
|    value_loss           | 1.87e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 721          |
|    ep_rew_mean          | 464          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 276          |
|    time_elapsed         | 8023         |
|    total_timesteps      | 565248       |
| train/                  |              |
|    approx_kl            | 0.0061028246 |
|    clip_fraction        | 0.0408       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.2         |
|    explained_variance   | 0.921        |
|    learning_rate        | 0.0003       |
|    loss                 | 905          |
|    n_updates            | 2750         |
|    policy_gradient_loss | -0.00472     |
|    std                  | 0.82         |
|    value_loss           | 678          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 725         |
|    ep_rew_mean          | 454         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 277         |
|    time_elapsed         | 8045        |
|    total_timesteps      | 567296      |
| train/                  |             |
|    approx_kl            | 0.008464333 |
|    clip_fraction        | 0.0586      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.22       |
|    explained_variance   | 0.949       |
|    learning_rate        | 0.0003      |
|    loss                 | 234         |
|    n_updates            | 2760        |
|    policy_gradient_loss | -0.00331    |
|    std                  | 0.81        |
|    value_loss           | 1.2e+03     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 735          |
|    ep_rew_mean          | 432          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 278          |
|    time_elapsed         | 8067         |
|    total_timesteps      | 569344       |
| train/                  |              |
|    approx_kl            | 0.0055695744 |
|    clip_fraction        | 0.0453       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.2         |
|    explained_variance   | 0.9          |
|    learning_rate        | 0.0003       |
|    loss                 | 8.93         |
|    n_updates            | 2770         |
|    policy_gradient_loss | -0.00258     |
|    std                  | 0.792        |
|    value_loss           | 30.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 746         |
|    ep_rew_mean          | 409         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 279         |
|    time_elapsed         | 8090        |
|    total_timesteps      | 571392      |
| train/                  |             |
|    approx_kl            | 0.004046456 |
|    clip_fraction        | 0.036       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | 0.882       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.55        |
|    n_updates            | 2780        |
|    policy_gradient_loss | -0.00117    |
|    std                  | 0.793       |
|    value_loss           | 15.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 750          |
|    ep_rew_mean          | 399          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 280          |
|    time_elapsed         | 8112         |
|    total_timesteps      | 573440       |
| train/                  |              |
|    approx_kl            | 0.0025552204 |
|    clip_fraction        | 0.0268       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.18        |
|    explained_variance   | 0.933        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.56         |
|    n_updates            | 2790         |
|    policy_gradient_loss | -0.00273     |
|    std                  | 0.791        |
|    value_loss           | 21.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 752          |
|    ep_rew_mean          | 398          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 281          |
|    time_elapsed         | 8135         |
|    total_timesteps      | 575488       |
| train/                  |              |
|    approx_kl            | 0.0019579402 |
|    clip_fraction        | 0.00317      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.576        |
|    learning_rate        | 0.0003       |
|    loss                 | 15.2         |
|    n_updates            | 2800         |
|    policy_gradient_loss | -0.0026      |
|    std                  | 0.792        |
|    value_loss           | 1.3e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 758          |
|    ep_rew_mean          | 386          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 282          |
|    time_elapsed         | 8158         |
|    total_timesteps      | 577536       |
| train/                  |              |
|    approx_kl            | 0.0031501118 |
|    clip_fraction        | 0.00781      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.815        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.75e+03     |
|    n_updates            | 2810         |
|    policy_gradient_loss | -0.000396    |
|    std                  | 0.791        |
|    value_loss           | 608          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 759         |
|    ep_rew_mean          | 386         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 283         |
|    time_elapsed         | 8180        |
|    total_timesteps      | 579584      |
| train/                  |             |
|    approx_kl            | 0.004661996 |
|    clip_fraction        | 0.049       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.545       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.62        |
|    n_updates            | 2820        |
|    policy_gradient_loss | -0.00109    |
|    std                  | 0.795       |
|    value_loss           | 701         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 762          |
|    ep_rew_mean          | 385          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 284          |
|    time_elapsed         | 8202         |
|    total_timesteps      | 581632       |
| train/                  |              |
|    approx_kl            | 0.0042758267 |
|    clip_fraction        | 0.0136       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.946        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.11         |
|    n_updates            | 2830         |
|    policy_gradient_loss | -0.00158     |
|    std                  | 0.792        |
|    value_loss           | 572          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 760          |
|    ep_rew_mean          | 395          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 285          |
|    time_elapsed         | 8224         |
|    total_timesteps      | 583680       |
| train/                  |              |
|    approx_kl            | 0.0005731138 |
|    clip_fraction        | 0.000244     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.814        |
|    learning_rate        | 0.0003       |
|    loss                 | 311          |
|    n_updates            | 2840         |
|    policy_gradient_loss | -0.000707    |
|    std                  | 0.793        |
|    value_loss           | 3.19e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 762          |
|    ep_rew_mean          | 395          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 286          |
|    time_elapsed         | 8247         |
|    total_timesteps      | 585728       |
| train/                  |              |
|    approx_kl            | 6.899296e-06 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.793        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.13e+03     |
|    n_updates            | 2850         |
|    policy_gradient_loss | -0.000261    |
|    std                  | 0.792        |
|    value_loss           | 3.5e+03      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 754           |
|    ep_rew_mean          | 417           |
| time/                   |               |
|    fps                  | 71            |
|    iterations           | 287           |
|    time_elapsed         | 8269          |
|    total_timesteps      | 587776        |
| train/                  |               |
|    approx_kl            | 1.4954858e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.19         |
|    explained_variance   | 0.616         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.6e+03       |
|    n_updates            | 2860          |
|    policy_gradient_loss | 1.32e-05      |
|    std                  | 0.792         |
|    value_loss           | 4.54e+03      |
-------------------------------------------
Eval num_timesteps=589824, episode_reward=678.69 +/- 555.71
Episode length: 965.80 +/- 236.58
-------------------------------------------
| eval/                   |               |
|    mean_ep_length       | 966           |
|    mean_reward          | 679           |
| time/                   |               |
|    total timesteps      | 589824        |
| train/                  |               |
|    approx_kl            | 0.00058161956 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.19         |
|    explained_variance   | 0.888         |
|    learning_rate        | 0.0003        |
|    loss                 | 157           |
|    n_updates            | 2870          |
|    policy_gradient_loss | 8.82e-05      |
|    std                  | 0.792         |
|    value_loss           | 1.25e+03      |
-------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 750      |
|    ep_rew_mean     | 427      |
| time/              |          |
|    fps             | 70       |
|    iterations      | 288      |
|    time_elapsed    | 8392     |
|    total_timesteps | 589824   |
---------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 748           |
|    ep_rew_mean          | 437           |
| time/                   |               |
|    fps                  | 70            |
|    iterations           | 289           |
|    time_elapsed         | 8414          |
|    total_timesteps      | 591872        |
| train/                  |               |
|    approx_kl            | 0.00067582243 |
|    clip_fraction        | 0.00317       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.19         |
|    explained_variance   | 0.93          |
|    learning_rate        | 0.0003        |
|    loss                 | 563           |
|    n_updates            | 2880          |
|    policy_gradient_loss | -0.00102      |
|    std                  | 0.792         |
|    value_loss           | 1.34e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 738          |
|    ep_rew_mean          | 458          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 290          |
|    time_elapsed         | 8437         |
|    total_timesteps      | 593920       |
| train/                  |              |
|    approx_kl            | 0.0025219687 |
|    clip_fraction        | 0.00352      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.932        |
|    learning_rate        | 0.0003       |
|    loss                 | 509          |
|    n_updates            | 2890         |
|    policy_gradient_loss | -0.000384    |
|    std                  | 0.795        |
|    value_loss           | 1.08e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 737          |
|    ep_rew_mean          | 468          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 291          |
|    time_elapsed         | 8459         |
|    total_timesteps      | 595968       |
| train/                  |              |
|    approx_kl            | 0.0011321112 |
|    clip_fraction        | 0.00181      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.18        |
|    explained_variance   | 0.953        |
|    learning_rate        | 0.0003       |
|    loss                 | 240          |
|    n_updates            | 2900         |
|    policy_gradient_loss | -0.000969    |
|    std                  | 0.777        |
|    value_loss           | 1.02e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 731          |
|    ep_rew_mean          | 479          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 292          |
|    time_elapsed         | 8482         |
|    total_timesteps      | 598016       |
| train/                  |              |
|    approx_kl            | 0.0026120995 |
|    clip_fraction        | 0.00371      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.16        |
|    explained_variance   | 0.927        |
|    learning_rate        | 0.0003       |
|    loss                 | 69.1         |
|    n_updates            | 2910         |
|    policy_gradient_loss | -0.000781    |
|    std                  | 0.77         |
|    value_loss           | 1.61e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 730         |
|    ep_rew_mean          | 477         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 293         |
|    time_elapsed         | 8504        |
|    total_timesteps      | 600064      |
| train/                  |             |
|    approx_kl            | 0.004327492 |
|    clip_fraction        | 0.0439      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.972       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.93        |
|    n_updates            | 2920        |
|    policy_gradient_loss | -0.00204    |
|    std                  | 0.76        |
|    value_loss           | 466         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 736          |
|    ep_rew_mean          | 474          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 294          |
|    time_elapsed         | 8526         |
|    total_timesteps      | 602112       |
| train/                  |              |
|    approx_kl            | 0.0010970364 |
|    clip_fraction        | 0.00083      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.92         |
|    learning_rate        | 0.0003       |
|    loss                 | 3.67         |
|    n_updates            | 2930         |
|    policy_gradient_loss | 0.000127     |
|    std                  | 0.759        |
|    value_loss           | 541          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 734          |
|    ep_rew_mean          | 477          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 295          |
|    time_elapsed         | 8549         |
|    total_timesteps      | 604160       |
| train/                  |              |
|    approx_kl            | 0.0001357699 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.881        |
|    learning_rate        | 0.0003       |
|    loss                 | 299          |
|    n_updates            | 2940         |
|    policy_gradient_loss | 9.35e-05     |
|    std                  | 0.76         |
|    value_loss           | 2.26e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 730          |
|    ep_rew_mean          | 488          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 296          |
|    time_elapsed         | 8571         |
|    total_timesteps      | 606208       |
| train/                  |              |
|    approx_kl            | 0.0025650836 |
|    clip_fraction        | 0.00479      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.95         |
|    learning_rate        | 0.0003       |
|    loss                 | 530          |
|    n_updates            | 2950         |
|    policy_gradient_loss | -0.00129     |
|    std                  | 0.758        |
|    value_loss           | 1.35e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 729           |
|    ep_rew_mean          | 521           |
| time/                   |               |
|    fps                  | 70            |
|    iterations           | 297           |
|    time_elapsed         | 8593          |
|    total_timesteps      | 608256        |
| train/                  |               |
|    approx_kl            | 0.00045108327 |
|    clip_fraction        | 0.00112       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.14         |
|    explained_variance   | 0.961         |
|    learning_rate        | 0.0003        |
|    loss                 | 8.06          |
|    n_updates            | 2960          |
|    policy_gradient_loss | -0.000107     |
|    std                  | 0.752         |
|    value_loss           | 1.3e+03       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 732          |
|    ep_rew_mean          | 541          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 298          |
|    time_elapsed         | 8615         |
|    total_timesteps      | 610304       |
| train/                  |              |
|    approx_kl            | 0.0020252622 |
|    clip_fraction        | 0.0138       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.13        |
|    explained_variance   | 0.963        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.06e+03     |
|    n_updates            | 2970         |
|    policy_gradient_loss | -0.00149     |
|    std                  | 0.743        |
|    value_loss           | 1.23e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 740          |
|    ep_rew_mean          | 585          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 299          |
|    time_elapsed         | 8637         |
|    total_timesteps      | 612352       |
| train/                  |              |
|    approx_kl            | 0.0033430015 |
|    clip_fraction        | 0.0349       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.12        |
|    explained_variance   | 0.972        |
|    learning_rate        | 0.0003       |
|    loss                 | 445          |
|    n_updates            | 2980         |
|    policy_gradient_loss | -0.000122    |
|    std                  | 0.735        |
|    value_loss           | 794          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 745          |
|    ep_rew_mean          | 606          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 300          |
|    time_elapsed         | 8660         |
|    total_timesteps      | 614400       |
| train/                  |              |
|    approx_kl            | 0.0031880056 |
|    clip_fraction        | 0.0123       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.11        |
|    explained_variance   | 0.961        |
|    learning_rate        | 0.0003       |
|    loss                 | 143          |
|    n_updates            | 2990         |
|    policy_gradient_loss | -0.0038      |
|    std                  | 0.73         |
|    value_loss           | 1.16e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 748          |
|    ep_rew_mean          | 607          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 301          |
|    time_elapsed         | 8682         |
|    total_timesteps      | 616448       |
| train/                  |              |
|    approx_kl            | 0.0037195778 |
|    clip_fraction        | 0.027        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.1         |
|    explained_variance   | 0.968        |
|    learning_rate        | 0.0003       |
|    loss                 | 139          |
|    n_updates            | 3000         |
|    policy_gradient_loss | -0.00292     |
|    std                  | 0.724        |
|    value_loss           | 1.13e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 758         |
|    ep_rew_mean          | 640         |
| time/                   |             |
|    fps                  | 71          |
|    iterations           | 302         |
|    time_elapsed         | 8704        |
|    total_timesteps      | 618496      |
| train/                  |             |
|    approx_kl            | 0.002775351 |
|    clip_fraction        | 0.0082      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.1        |
|    explained_variance   | 0.834       |
|    learning_rate        | 0.0003      |
|    loss                 | 143         |
|    n_updates            | 3010        |
|    policy_gradient_loss | -0.000996   |
|    std                  | 0.727       |
|    value_loss           | 4.17e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 772          |
|    ep_rew_mean          | 675          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 303          |
|    time_elapsed         | 8727         |
|    total_timesteps      | 620544       |
| train/                  |              |
|    approx_kl            | 0.0059141503 |
|    clip_fraction        | 0.0222       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.1         |
|    explained_variance   | 0.974        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.89         |
|    n_updates            | 3020         |
|    policy_gradient_loss | -0.000657    |
|    std                  | 0.722        |
|    value_loss           | 393          |
------------------------------------------
Eval num_timesteps=622592, episode_reward=134.69 +/- 56.60
Episode length: 1200.00 +/- 0.00
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 1.2e+03      |
|    mean_reward          | 135          |
| time/                   |              |
|    total timesteps      | 622592       |
| train/                  |              |
|    approx_kl            | 0.0014558113 |
|    clip_fraction        | 0.00278      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.1         |
|    explained_variance   | 0.87         |
|    learning_rate        | 0.0003       |
|    loss                 | 878          |
|    n_updates            | 3030         |
|    policy_gradient_loss | -0.000621    |
|    std                  | 0.723        |
|    value_loss           | 1.74e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 781      |
|    ep_rew_mean     | 685      |
| time/              |          |
|    fps             | 70       |
|    iterations      | 304      |
|    time_elapsed    | 8874     |
|    total_timesteps | 622592   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 794          |
|    ep_rew_mean          | 686          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 305          |
|    time_elapsed         | 8897         |
|    total_timesteps      | 624640       |
| train/                  |              |
|    approx_kl            | 0.0023941826 |
|    clip_fraction        | 0.0113       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.1         |
|    explained_variance   | 0.934        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.08         |
|    n_updates            | 3040         |
|    policy_gradient_loss | -0.000724    |
|    std                  | 0.732        |
|    value_loss           | 157          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 806         |
|    ep_rew_mean          | 720         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 306         |
|    time_elapsed         | 8920        |
|    total_timesteps      | 626688      |
| train/                  |             |
|    approx_kl            | 0.004432478 |
|    clip_fraction        | 0.0197      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.11       |
|    explained_variance   | 0.939       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.78        |
|    n_updates            | 3050        |
|    policy_gradient_loss | -0.00231    |
|    std                  | 0.736       |
|    value_loss           | 51.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 818         |
|    ep_rew_mean          | 731         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 307         |
|    time_elapsed         | 8942        |
|    total_timesteps      | 628736      |
| train/                  |             |
|    approx_kl            | 0.004515335 |
|    clip_fraction        | 0.0482      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.11       |
|    explained_variance   | 0.91        |
|    learning_rate        | 0.0003      |
|    loss                 | 336         |
|    n_updates            | 3060        |
|    policy_gradient_loss | -0.00417    |
|    std                  | 0.732       |
|    value_loss           | 607         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 826          |
|    ep_rew_mean          | 753          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 308          |
|    time_elapsed         | 8965         |
|    total_timesteps      | 630784       |
| train/                  |              |
|    approx_kl            | 0.0011890467 |
|    clip_fraction        | 0.000244     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.11        |
|    explained_variance   | 0.697        |
|    learning_rate        | 0.0003       |
|    loss                 | 130          |
|    n_updates            | 3070         |
|    policy_gradient_loss | -3.51e-05    |
|    std                  | 0.731        |
|    value_loss           | 1.95e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 832          |
|    ep_rew_mean          | 744          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 309          |
|    time_elapsed         | 8987         |
|    total_timesteps      | 632832       |
| train/                  |              |
|    approx_kl            | 0.0050967177 |
|    clip_fraction        | 0.0371       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.1         |
|    explained_variance   | 0.873        |
|    learning_rate        | 0.0003       |
|    loss                 | 468          |
|    n_updates            | 3080         |
|    policy_gradient_loss | -0.00167     |
|    std                  | 0.728        |
|    value_loss           | 940          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 842          |
|    ep_rew_mean          | 778          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 310          |
|    time_elapsed         | 9010         |
|    total_timesteps      | 634880       |
| train/                  |              |
|    approx_kl            | 0.0036892141 |
|    clip_fraction        | 0.0317       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.09        |
|    explained_variance   | 0.974        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.67         |
|    n_updates            | 3090         |
|    policy_gradient_loss | -0.000498    |
|    std                  | 0.705        |
|    value_loss           | 353          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 853          |
|    ep_rew_mean          | 789          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 311          |
|    time_elapsed         | 9033         |
|    total_timesteps      | 636928       |
| train/                  |              |
|    approx_kl            | 0.0060966834 |
|    clip_fraction        | 0.036        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.07        |
|    explained_variance   | 0.976        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.38         |
|    n_updates            | 3100         |
|    policy_gradient_loss | -0.00132     |
|    std                  | 0.707        |
|    value_loss           | 351          |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 865           |
|    ep_rew_mean          | 800           |
| time/                   |               |
|    fps                  | 70            |
|    iterations           | 312           |
|    time_elapsed         | 9055          |
|    total_timesteps      | 638976        |
| train/                  |               |
|    approx_kl            | 0.00023259432 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.07         |
|    explained_variance   | 0.902         |
|    learning_rate        | 0.0003        |
|    loss                 | 23.9          |
|    n_updates            | 3110          |
|    policy_gradient_loss | -0.000219     |
|    std                  | 0.707         |
|    value_loss           | 661           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 877          |
|    ep_rew_mean          | 813          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 313          |
|    time_elapsed         | 9078         |
|    total_timesteps      | 641024       |
| train/                  |              |
|    approx_kl            | 0.0015178954 |
|    clip_fraction        | 0.00254      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.07        |
|    explained_variance   | 0.825        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.81e+03     |
|    n_updates            | 3120         |
|    policy_gradient_loss | -0.000423    |
|    std                  | 0.711        |
|    value_loss           | 1.73e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 888          |
|    ep_rew_mean          | 856          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 314          |
|    time_elapsed         | 9101         |
|    total_timesteps      | 643072       |
| train/                  |              |
|    approx_kl            | 0.0010436138 |
|    clip_fraction        | 0.000635     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.08        |
|    explained_variance   | 0.712        |
|    learning_rate        | 0.0003       |
|    loss                 | 96           |
|    n_updates            | 3130         |
|    policy_gradient_loss | -0.000724    |
|    std                  | 0.71         |
|    value_loss           | 3.06e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 899         |
|    ep_rew_mean          | 836         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 315         |
|    time_elapsed         | 9123        |
|    total_timesteps      | 645120      |
| train/                  |             |
|    approx_kl            | 0.006616461 |
|    clip_fraction        | 0.0257      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.842       |
|    learning_rate        | 0.0003      |
|    loss                 | 33          |
|    n_updates            | 3140        |
|    policy_gradient_loss | -0.00148    |
|    std                  | 0.713       |
|    value_loss           | 1.37e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 906          |
|    ep_rew_mean          | 824          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 316          |
|    time_elapsed         | 9146         |
|    total_timesteps      | 647168       |
| train/                  |              |
|    approx_kl            | 0.0029661497 |
|    clip_fraction        | 0.00571      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.07        |
|    explained_variance   | 0.894        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.21         |
|    n_updates            | 3150         |
|    policy_gradient_loss | -0.000727    |
|    std                  | 0.693        |
|    value_loss           | 182          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 914         |
|    ep_rew_mean          | 835         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 317         |
|    time_elapsed         | 9169        |
|    total_timesteps      | 649216      |
| train/                  |             |
|    approx_kl            | 0.001481627 |
|    clip_fraction        | 0.00957     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.01e+03    |
|    n_updates            | 3160        |
|    policy_gradient_loss | -0.000625   |
|    std                  | 0.689       |
|    value_loss           | 449         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 914          |
|    ep_rew_mean          | 837          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 318          |
|    time_elapsed         | 9191         |
|    total_timesteps      | 651264       |
| train/                  |              |
|    approx_kl            | 0.0031677876 |
